article_id,date,ticker,article_title,price_t,price_t1,pct_change,label
FNSPID_03349,2019-02-11,EA,Hearing Bank of America Upgraded Electronic Arts; Unconfirmed,94.37,99.31,5.2345,up
FNSPID_03350,2019-02-11,EA,66 Biggest Movers From Friday,94.37,99.31,5.2345,up
FNSPID_03351,2019-02-08,EA,"Turtle Beach's Q4 Pre-Announcement Confirms Positive Gaming Data, Says Bullish DA Davidson",94.72,94.37,-0.3688,neutral
FNSPID_03352,2019-02-08,EA,BMO Capital Markets: Electronic Arts Makes 'Solid Entry' Into Battle Royale,94.72,94.37,-0.3688,neutral
FNSPID_03353,2019-02-08,EA,48 Stocks Moving In Friday's Mid-Day Session,94.72,94.37,-0.3688,neutral
FNSPID_03354,2019-02-08,EA,"Electronic Arts shares are trading higher after its recently released free-to-play battle royale game, Apex Legends, managed to gain over 10 million users within 72 hours.",94.72,94.37,-0.3688,neutral
FNSPID_03355,2019-02-07,EA,Weak Eurozone Forecast Add To Concerns About Global Growth,81.62,94.72,16.0523,up
FNSPID_03356,2019-02-07,EA,62 Biggest Movers From Yesterday,81.62,94.72,16.0523,up
FNSPID_03357,2019-02-06,EA,The 'Fortnite' Impact: Gaming Companies Lose To Popular Battle Royale Title,77.84,81.62,4.8497,up
FNSPID_03358,2019-02-06,EA,48 Stocks Moving In Wednesday's Mid-Day Session,77.84,81.62,4.8497,up
FNSPID_03359,2019-02-06,EA,Is It Time To Hit Restart On EA's Stock After Tough Quarter? The Street Debates What's Next,77.84,81.62,4.8497,up
FNSPID_03360,2019-02-06,EA,33 Stocks Moving In Wednesday's Pre-Market Session,77.84,81.62,4.8497,up
FNSPID_03361,2019-02-06,EA,Electronic Arts shares are trading lower after the company reported weaker-than-expected Q3 earnings missing the sales and lowered its yearly revenue guidance.,77.84,81.62,4.8497,up
FNSPID_03362,2019-02-06,EA,"13 Stocks To Watch For February 6, 2019",77.84,81.62,4.8497,up
FNSPID_03363,2019-02-05,EA,From EA Earnings Conference Call: 'Battlefield V' Did Not Meet Sales Expectations,89.79,77.84,-13.3052,down
FNSPID_03364,2019-02-05,EA,7 Stocks Moving In Tuesday's After-Hours Session,89.79,77.84,-13.3052,down
FNSPID_03365,2019-02-05,EA,EA Sees FY19 Net Bookings ~$4.75B,89.79,77.84,-13.3052,down
FNSPID_03366,2019-02-05,EA,Electronic Arts Q3 Net Bookings $1.289B,89.79,77.84,-13.3052,down
FNSPID_03367,2019-02-05,EA,"EA Sees FY19 Sales ~$4.875B, EPS ~$3.20",89.79,77.84,-13.3052,down
FNSPID_03368,2019-02-05,EA,"Electronic Arts Q3 GAAP EPS $0.86, Total Sales $1.289B",89.79,77.84,-13.3052,down
FNSPID_03369,2019-02-05,EA,Electronic Arts To Report Q3 Earnings After The Closing Bell; Co. Historically Issues Its Report Around 4:02 p.m. ET,89.79,77.84,-13.3052,down
FNSPID_03370,2019-02-05,EA,"12 Stocks To Watch For February 5, 2019",89.79,77.84,-13.3052,down
FNSPID_03371,2019-02-05,EA,"Earnings Scheduled For February 5, 2019",89.79,77.84,-13.3052,down
FNSPID_03372,2019-01-30,EA,"Zynga, Take-Two Are Top Picks As Goldman Starts Coverage Of Video Game Developers",86.59,89.51,3.3733,up
FNSPID_03373,2019-01-30,EA,"Benzinga's Top Upgrades, Downgrades For January 30, 2019",86.59,89.51,3.3733,up
FNSPID_03374,2019-01-30,EA,"Goldman Sachs Initiates Coverage On Electronic Arts with Neutral Rating, Announces $99 Price Target",86.59,89.51,3.3733,up
FNSPID_03375,2019-01-29,EA,Electronic Arts Says Impact Of Change To FIFA Ultimate Team In Belgium Is Not Material To Our Financial Performance; Co Posted On Blog on Jan 28 It Decided To Stop Offering FIFA Points For Sale In Belgium After Discussions With Belgian Authorities,84.66,86.59,2.2811,up
FNSPID_03376,2019-01-28,EA,"Shares of several video game companies are trading lower in sympathy with NVIDIA after the company cut Q4 sales guidance, citing weaker-than-forecasted gaming and datacenter sales.",87.8,84.66,-3.5703,down
FNSPID_03377,2019-01-26,EA,Breaking Down The Incredible Rise Of Esports,87.8,84.66,-3.5703,down
FNSPID_03378,2019-01-25,EA,"'We're now also looking into login issues across all of our games and services, including the #AnthemGame demo. Hang tight--we're on it, and we'll share more info as we have it.' -EA Help Tweets",89.03,87.8,-1.3843,down
FNSPID_03379,2019-01-22,EA,"Benzinga's Top Upgrades, Downgrades For January 22, 2019",88.61,86.5,-2.3875,down
FNSPID_03380,2019-01-22,EA,"Deutsche Bank Initiates Coverage On Electronic Arts with Hold Rating, Announces $100 Price Target",88.61,86.5,-2.3875,down
FNSPID_03381,2019-01-20,EA,"Bulls & Bears Of The Week: CVS, EA, GM, Kinder Morgan And More",88.61,86.5,-2.3875,down
FNSPID_03382,2019-01-18,EA,Seeing Strength In Gaming Sector; Analyst Tells Benzinga 'Today is a risk-on day in the market with the Dow up over 300 points right now. These gaming stocks are riding that wave',89.79,88.61,-1.3078,down
FNSPID_03383,2019-01-18,EA,"Shares of gaming stocks are trading higher in sympathy with the overall market, with the DOW being up over 300 points.",89.79,88.61,-1.3078,down
FNSPID_03384,2019-01-17,EA,"Electronic Arts May Have Lost Its Creative Way, Jefferies Says In Downgrade",86.67,89.79,3.5942,up
FNSPID_03385,2019-01-17,EA,UPDATE: Jefferies Downgrades Electronic Arts As Firm Believes 'growth for EA's key profit engine Ultimate Team is plateauing' And Firm Also Believes 'EA has a lot to prove as it brings a slate of unproven titles to market in 2019',86.67,89.79,3.5942,up
FNSPID_03386,2019-01-17,EA,"Benzinga's Top Upgrades, Downgrades For January 17, 2019",86.67,89.79,3.5942,up
FNSPID_03387,2019-01-17,EA,"Jefferies Downgrades Electronic Arts to Hold, Lowers Price Target to $95",86.67,89.79,3.5942,up
FNSPID_03388,2019-01-16,EA,Electronic Arts Option Alert: Feb 1 $93.5 Calls Sweep (3) near the Ask: 6450 @ $0.901 vs 1 OI; Earnings 2/6 After Close Ref=$89.0,87.26,86.67,-0.6784,neutral
FNSPID_03389,2019-01-16,EA,Seeing Volatility In Electronic Arts Shares Amid Headline Co. Says Its Fully Committed To Making More 'Star Wars' Games,87.26,86.67,-0.6784,neutral
FNSPID_03390,2019-01-15,EA,Electronic Arts Inc. To Report Q3 Results On Feb. 5,86.85,87.26,0.4805,neutral
FNSPID_03391,2019-01-11,EA,Electronic Arts Option Alert: Feb 15 $95 Calls Sweep (43) near the Ask: 755 @ $3.058 vs 742 OI; Earnings 2/6 After Close Ref=$91.02,88.02,85.96,-2.3374,down
FNSPID_03392,2019-01-11,EA,Electronic Arts Option Alert: Jun 21 $110 Calls Sweep (3) near the Ask: 6638 @ $2.65 vs 219 OI; Earnings 2/6 After Close Ref=$90.71,88.02,85.96,-2.3374,down
FNSPID_03393,2019-01-11,EA,"Benzinga's Top Upgrades, Downgrades For January 11, 2019",88.02,85.96,-2.3374,down
FNSPID_03394,2019-01-11,EA,"Stephens & Co. Initiates Coverage On Electronic Arts with Overweight Rating, Announces $125 Price Target",88.02,85.96,-2.3374,down
FNSPID_03395,2019-01-08,EA,4 Tech Stocks That Are Showing Signs Of Life Right Now,86.39,86.28,-0.1236,neutral
FNSPID_03396,2019-01-07,EA,58 Biggest Movers From Friday,85.0,86.39,1.6326,up
FNSPID_03397,2019-01-04,EA,41 Stocks Moving In Friday's Mid-Day Session,81.93,85.0,3.755,up
FNSPID_03398,2019-01-04,EA,"Electronic Arts shares are trading up sharply and nearing the 50-day daily moving average on no clear catalyst, while peers Activision and Take-Two are trading up moderately.",81.93,85.0,3.755,up
FNSPID_03399,2018-12-27,EA,Electronic Arts Option Alert: Mar 15 $100 Calls at the Ask: 1000 @ $1.081 vs 6085 OI; Earnings 2/6 After Close Ref=$77.3,77.08,76.96,-0.1637,neutral
FNSPID_03400,2018-12-27,EA,"'Epic Games, the creator of Fortnite, banked a $3 billion profit in 2018' -TechCrunch",77.08,76.96,-0.1637,neutral
FNSPID_03401,2018-12-26,EA,Pachter: Video Game Stocks Are 'Relatively Recession-Proof',75.59,77.08,1.9772,up
FNSPID_03402,2018-12-20,EA,"Stocks Which Set New 52-Week Low Yesterday, Tues., Dec. 20, 2018",75.15,74.31,-1.1235,down
FNSPID_03403,2018-12-17,EA,"Stocks Which Set New 52-Week Low Last Trading Session, Fri., Dec. 14, 2018",76.89,77.64,0.9718,neutral
FNSPID_03404,2018-12-12,EA,"Jim Cramer Advises His Viewers On Electronic Arts, Zillow And More",80.54,78.47,-2.5666,down
FNSPID_03405,2018-12-10,EA,"PiperJaffray Maintains Overweight on Electronic Arts, Lowers Price Target to $105",81.26,80.97,-0.3464,neutral
FNSPID_03406,2018-11-21,EA,"Stocks Which Set New 52-Week Low Yesterday, Tues., Nov. 20, 2018",81.54,80.23,-1.6068,down
FNSPID_03407,2018-11-20,EA,Electronic Arts Option Alert: Dec 21 $85 Calls Sweep (34) near the Ask: 600 @ $3.201 vs 436 OI; Ref=$82.65,80.57,81.54,1.2046,up
FNSPID_03408,2018-11-20,EA,Electronic Arts Option Alert: Dec 21 $85 Calls Sweep (40) above Ask!: 857 @ $3.045 vs 436 OI; Ref=$82.85,80.57,81.54,1.2046,up
FNSPID_03409,2018-11-20,EA,"Stocks Which Set New 52-Week Low Yesterday, Mon., Nov. 19, 2018",80.57,81.54,1.2046,up
FNSPID_03410,2018-11-15,EA,"Stocks Which Set New 52-Week Low Yesterday, Wed., Nov. 14, 2018",85.64,83.43,-2.5836,down
FNSPID_03411,2018-11-15,EA,"Loup Venture's Gene Munster Will Be On Benzinga's PreMarket Prep Morning Show At 8:30 a.m. EST; We'll Be Discussing Apple, Amazon, Tesla, AI, eSports",85.64,83.43,-2.5836,down
FNSPID_03412,2018-11-13,EA,Electronic Arts Option Alert: Jan 18 $90 Calls Sweep (25) near the Ask: 500 @ $5.05 vs 454 OI; Ref=$88.4499,84.81,83.23,-1.8652,down
FNSPID_03413,2018-11-13,EA,Hearing Morgan Stanley Out Saying Battlefield 5 Early Reviews Sound Better Than Expected For A Company 'In Desperate Need Of A Positive Headline'; Unconfirmed,84.81,83.23,-1.8652,down
FNSPID_03414,2018-11-07,EA,"Citigroup, EA, Intel, United Rentals: 'Fast Money' Picks For November 7",91.03,91.1,0.0746,neutral
FNSPID_03415,2018-11-03,EA,The Age Of Virtual Athletes: Esports On Campus,89.95,89.51,-0.4963,neutral
FNSPID_03416,2018-11-02,EA,"BMO Capital Maintains Outperform on Electronic Arts, Lowers Price Target to $110",89.73,89.95,0.2488,neutral
FNSPID_03417,2018-11-02,EA,"Argus Maintains Buy on Electronic Arts, Lowers Price Target to $134",89.73,89.95,0.2488,neutral
FNSPID_03418,2018-10-31,EA,Electronic Arts' Q2: The Sell-Side's Take,88.29,91.42,3.5392,up
FNSPID_03419,2018-10-31,EA,"Morgan Stanley Maintains Equal-Weight on Electronic Arts, Lowers Price Target to $111",88.29,91.42,3.5392,up
FNSPID_03420,2018-10-31,EA,"Credit Suisse Maintains Outperform on Electronic Arts, Lowers Price Target to $126",88.29,91.42,3.5392,up
FNSPID_03421,2018-10-31,EA,"Barclays Maintains Overweight on Electronic Arts, Lowers Price Target to $128",88.29,91.42,3.5392,up
FNSPID_03422,2018-10-31,EA,38 Stocks Moving In Wednesday's Pre-Market Session,88.29,91.42,3.5392,up
FNSPID_03423,2018-10-31,EA,"12 Stocks To Watch For October 31, 2018",88.29,91.42,3.5392,up
FNSPID_03424,2018-10-30,EA,"From Electronic Arts Q2 Earnings Conference Call: Cuts Guidance For Live Services Segment, Sees Flat To Up 5% Year Over Year",92.03,88.29,-4.0599,down
FNSPID_03425,2018-10-30,EA,11 Stocks Moving In Tuesday's After-Hours Session,92.03,88.29,-4.0599,down
FNSPID_03426,2018-10-30,EA,"EA Sees FY19 EPS ~$3.11, Sales ~$5.15B",92.03,88.29,-4.0599,down
FNSPID_03427,2018-10-30,EA,"Electronic Arts Inc. Q2 EPS $0.83 May Not Compare $0.58 Estimate, Bookings $1.222B Beat $1.18B Estimate",92.03,88.29,-4.0599,down
FNSPID_03428,2018-10-30,EA,Electronic Arts Shares Up 3.7% Ahead Of Q2 Results Out After The Closing Bell; Co. Historically Issues Its Report At 4:01 p.m. EDT,92.03,88.29,-4.0599,down
FNSPID_03429,2018-10-30,EA,"Stocks Which Set New 52-Week Low Yesterday, October 29th",92.03,88.29,-4.0599,down
FNSPID_03430,2018-10-30,EA,Electronic Arts Q2 Earnings Outlook,92.03,88.29,-4.0599,down
FNSPID_03431,2018-10-30,EA,"14 Stocks To Watch For October 30, 2018",92.03,88.29,-4.0599,down
FNSPID_03432,2018-10-30,EA,"Earnings Scheduled For October 30, 2018",92.03,88.29,-4.0599,down
FNSPID_03433,2018-10-29,EA,"Benzinga's Week Ahead: Can Facebook, Apple Earnings Rescue The Stock Market?",88.5,92.03,3.9917,up
FNSPID_03434,2018-10-29,EA,Electronic Arts Option Alert: Dec 21 $90 Calls at the Ask: 749 @ $8.301 vs 30 OI; Earnings 10/30 After Close Ref=$93.0,88.5,92.03,3.9917,up
FNSPID_03435,2018-10-29,EA,"Stocks Which Set New 52-Week Low Friday, October 26th",88.5,92.03,3.9917,up
FNSPID_03436,2018-10-29,EA,"Benzinga's Top Upgrades, Downgrades For October 29, 2018",88.5,92.03,3.9917,up
FNSPID_03437,2018-10-29,EA,KeyBanc Cautions Against Buying The Dip In Electronic Arts,88.5,92.03,3.9917,up
FNSPID_03438,2018-10-29,EA,KeyBanc Downgrades Electronic Arts to Sector Weight,88.5,92.03,3.9917,up
FNSPID_03439,2018-10-24,EA,"Stocks Which Set New 52-Week Low Yesterday, October 23rd",93.41,95.73,2.4831,up
FNSPID_03440,2018-10-22,EA,Chart: Top 12 Video Games For The Holiday Season,98.37,96.16,-2.2396,down
FNSPID_03441,2018-10-10,EA,Why Bernstein Thinks Take-Two Is Set To Outperform,102.04,100.54,-1.4741,down
FNSPID_03442,2018-10-05,EA,"Benzinga's Top Upgrades, Downgrades For October 5, 2018",110.37,107.35,-2.7346,down
FNSPID_03443,2018-10-05,EA,"Berenberg Initiates Coverage On Electronic Arts with Buy Rating, Announces $145 Price Target",110.37,107.35,-2.7346,down
FNSPID_03444,2018-10-04,EA,"Benzinga's Top Upgrades, Downgrades For October 4, 2018",110.64,110.37,-0.2456,neutral
FNSPID_03445,2018-10-04,EA,Premier League And Electronic Arts Announce ePremier League,110.64,110.37,-0.2456,neutral
FNSPID_03446,2018-10-04,EA,"Buckingham Initiates Coverage On Electronic Arts with Buy Rating, Announces $143 Price Target",110.64,110.37,-0.2456,neutral
FNSPID_03447,2018-09-24,EA,How Video Game Stocks Are Setting Up Ahead Of The Holiday Season,111.84,112.82,0.8764,neutral
FNSPID_03448,2018-09-11,EA,'OUCH FIFA 19: EA is now 'under criminal investigation' in Belgium for FIFA's loot boxes'-Dream Team FC Reports,108.97,109.66,0.6323,neutral
FNSPID_03449,2018-09-11,EA,10 Biggest Price Target Changes For Tuesday,108.97,109.66,0.6323,neutral
FNSPID_03450,2018-09-11,EA,"Stifel Nicolaus Maintains Buy on Electronic Arts, Lowers Price Target to $140",108.97,109.66,0.6323,neutral
FNSPID_03451,2018-09-04,EA,Electronic Arts Option Alert: Nov 16 $145 Calls at the Ask: 8000 @ $0.441 vs 9221 OI; Earnings 10/30 After Close [est] Ref=$112.74,110.17,108.25,-1.7354,down
FNSPID_03452,2018-09-04,EA,"EA, Discovery, Halliburton, Square: 'Fast Money' Picks For September 4",110.17,108.25,-1.7354,down
FNSPID_03453,2018-09-04,EA,Dan Nathan's Electronic Arts Trade,110.17,108.25,-1.7354,down
FNSPID_03454,2018-08-31,EA,"Credit Suisse Maintains Outperform on Electronic Arts, Lowers Price Target to $146",110.06,110.17,0.097,neutral
FNSPID_03455,2018-08-31,EA,'Escaping The Penalty Box': Wall Street Reacts To EA's 'Battlefield' Delay,110.06,110.17,0.097,neutral
FNSPID_03456,2018-08-31,EA,10 Biggest Price Target Changes For Friday,110.06,110.17,0.097,neutral
FNSPID_03457,2018-08-31,EA,"Benzinga's Top Upgrades, Downgrades For August 31, 2018",110.06,110.17,0.097,neutral
FNSPID_03458,2018-08-31,EA,"Bank of America Downgrades Electronic Arts to Neutral, Lowers Price Target to $126",110.06,110.17,0.097,neutral
FNSPID_03459,2018-08-31,EA,"Morgan Stanley Maintains Equal-Weight on Electronic Arts, Lowers Price Target to $122",110.06,110.17,0.097,neutral
FNSPID_03460,2018-08-31,EA,"UBS Maintains Buy on Electronic Arts, Lowers Price Target to $166",110.06,110.17,0.097,neutral
FNSPID_03461,2018-08-31,EA,"BMO Capital Maintains Outperform on Electronic Arts, Lowers Price Target to $140",110.06,110.17,0.097,neutral
FNSPID_03462,2018-08-31,EA,"KeyBanc Maintains Overweight on Electronic Arts, Lowers Price Target to $137",110.06,110.17,0.097,neutral
FNSPID_03463,2018-08-31,EA,62 Biggest Movers From Yesterday,110.06,110.17,0.097,neutral
FNSPID_03464,2018-08-30,EA,Electronic Arts Announces Battlefield V Will Have a New Launch Date of November 20th,112.51,110.06,-2.1821,down
FNSPID_03465,2018-08-30,EA,'and history shows sacrificing near-term sales to improve gameplay can benefit lifetime value.'-Baird Analyst Colin Sebastian Tweets (2/2),112.51,110.06,-2.1821,down
FNSPID_03466,2018-08-30,EA,"'While the market is taking $EA to the woodshed on the #BattlefieldV delay, there is a silver lining: November is a better release window due to competition from #CallofDuty and #RDR2,'-Baird Analyst Colin Sebastian Tweets (1/2)",112.51,110.06,-2.1821,down
FNSPID_03467,2018-08-30,EA,45 Stocks Moving In Thursday's Mid-Day Session,112.51,110.06,-2.1821,down
FNSPID_03468,2018-08-30,EA,"EA Shares Fall On 'Battlefield' Delay, Updated Guidance",112.51,110.06,-2.1821,down
FNSPID_03469,2018-08-30,EA,Electronic Arts shares are down 6.5% premarket after the company delayed Battlefield V launch date by four weeks and cut 2019 net bookings guidance from $5.55B-$5.20B.,112.51,110.06,-2.1821,down
FNSPID_03470,2018-08-30,EA,"EA Shares Resume Trade, Down $8 To $121.22/Share",112.51,110.06,-2.1821,down
FNSPID_03471,2018-08-30,EA,'Kudos to @CowenResearch @DougCreutz $EA Battlefield V release date push out signals his analysis on the game's weak preorders was RIGHT ON!'-CNBC's Tae Kim Tweets,112.51,110.06,-2.1821,down
FNSPID_03472,2018-08-30,EA,Activision Blizzard Shares Now Lower Following Initial Pop Amid EA News: Stock Down 0.5% From Wed. Close,112.51,110.06,-2.1821,down
FNSPID_03473,2018-08-30,EA,EA Shares To Resume Trade At 9 a.m. EDT,112.51,110.06,-2.1821,down
FNSPID_03474,2018-08-30,EA,"UPDATE: EA Delays Battlefield V Launch Date By 4 Weeks, Cuts FY19 Net Bookings Guidance From $5.55B To $5.20B",112.51,110.06,-2.1821,down
FNSPID_03475,2018-08-30,EA,Activision Blizzard Shares Initially Move Slightly Higher Following EA FY19 Guidance,112.51,110.06,-2.1821,down
FNSPID_03476,2018-08-30,EA,EA Announces November 20 Launch Date for Battlefield V; Updates Fiscal Year 2019 Expectations,112.51,110.06,-2.1821,down
FNSPID_03477,2018-08-30,EA,Electronic Arts Shares Halted News Pending,112.51,110.06,-2.1821,down
FNSPID_03478,2018-08-29,EA,"Earlier Today, NPD Reported That U.S. Game Spending Is Up 40% In First Half Of 2018",124.72,112.51,-9.7884,down
FNSPID_03479,2018-08-25,EA,"Barron's Picks And Pans: Electronic Arts, GlaxoSmithKline, Microsoft, Tesla And More",125.16,124.01,-0.9149,neutral
FNSPID_03480,2018-08-23,EA,"EA, Take-Two, Foot Locker, Oracle: 'Fast Money' Picks For August 23",122.38,125.16,2.2679,up
FNSPID_03481,2018-08-23,EA,Dan Nathan Sees Unusual Options Activity In Electronic Arts,122.38,125.16,2.2679,up
FNSPID_03482,2018-08-22,EA,Electronic Arts Option Alert: Aug 31 $140 Calls at the Bid: 6000 @ $0.161 vs 6321 OI; Ref=$127.61,123.85,122.38,-1.1832,down
FNSPID_03483,2018-08-22,EA,"Electronic Arts Shares Rebound Off $125 Level, Up ~0.9% Over Last Few Mins.; Stock Down ~0.6% For Session",123.85,122.38,-1.1832,down
FNSPID_03484,2018-08-20,EA,"EA Announces Battlefield V Open Beta Will Begin September 4 for Early Access, September 6 for All",123.94,123.02,-0.7439,neutral
FNSPID_03485,2018-08-20,EA,"'""EA's Battlefield V currently appears to potentially be headed for serious disappointment ... If we had to pick one game to be a casualty of the crowded October window, this would clearly be it."" - Cowen analyst Doug Creutz'-CNBC's Tae Kim Tweets",123.94,123.02,-0.7439,neutral
FNSPID_03486,2018-08-15,EA,"Q2 13F Roundup: How Buffett, Einhorn, Loeb And Others Adjusted Their Portfolio",124.27,125.88,1.2964,up
FNSPID_03487,2018-08-14,EA,Tudor Investment Corp 13F Shows New ~10.4K Share Stake In Electronic Arts,128.01,124.27,-2.9262,down
FNSPID_03488,2018-08-14,EA,"13F Filing From Tiger Global Shows New Stakes In GNC (281.9K Shares), Electronic Arts (10K Shares)",128.01,124.27,-2.9262,down
FNSPID_03489,2018-08-13,EA,Electronic Arts Announces Madden NFL Has Passed 130M Copies Sold Due In Part to Opening Wknd Sales of Madden NFL 19,127.44,128.01,0.4493,neutral
FNSPID_03490,2018-08-13,EA,"UPDATE: 13F Late Friday From Third Point Confirms Reported New Campbell Soup Stake, New Stakes In Paypal, Deere, and Visa; Shows Increased Stakes In Adobe, Salesforce, Microsoft, and Electronic Arts",127.44,128.01,0.4493,neutral
FNSPID_03491,2018-08-08,EA,"The Richest Gamers: Drake, Elon Musk And Other Famous Video Game Aficionados",124.62,124.04,-0.4595,neutral
FNSPID_03492,2018-08-06,EA,EA and NFL Announce ESPN To Telecast Madden NFL 19 Championship Series Tournaments,125.22,124.32,-0.7208,neutral
FNSPID_03493,2018-08-01,EA,Argus Upgrades Electronic Arts to Buy,123.71,124.85,0.9178,neutral
FNSPID_03494,2018-07-30,EA,62 Biggest Movers From Friday,122.48,124.95,2.0125,up
FNSPID_03495,2018-07-27,EA,55 Stocks Moving In Friday's Mid-Day Session,129.86,122.48,-5.6797,down
FNSPID_03496,2018-07-27,EA,36 Stocks Moving In Friday's Pre-Market Session,129.86,122.48,-5.6797,down
FNSPID_03497,2018-07-27,EA,"12 Stocks To Watch For July 27, 2018",129.86,122.48,-5.6797,down
FNSPID_03498,2018-07-26,EA,"From EA Conference Call, Co. Says They've Seen That Fortnite Continues To 'Expand The Audience', Says They Saw 'Incredible Engagement' In Their Games For The Quarter",137.71,129.86,-5.7012,down
FNSPID_03499,2018-07-26,EA,10 Stocks Moving In Thursday's After-Hours Session,137.71,129.86,-5.7012,down
FNSPID_03500,2020-06-08,EWJ,'Daiichi Sankyo and Nichi-Iko to develop COVID-19 inhalation drug' -Nikkei Asian Review Report,50.44,50.17,-0.5182,neutral
FNSPID_03501,2020-06-05,EWJ,'US must take seriously China's interest in Pacific trade pact' -Nikkei,49.7,50.44,1.4721,up
FNSPID_03502,2020-06-04,EWJ,UPDATE: Japan Government Plans To Hold Talks With Countries With Similarly Low Infection Rates To Renegotiate Immigration Restrictions On Both Sides,49.0,49.7,1.44,up
FNSPID_03503,2020-06-04,EWJ,'Japan Set To Lift Quarantines For Business Travelers In Summer' -Nikkei Asian Review,49.0,49.7,1.44,up
FNSPID_03504,2020-05-26,EWJ,"Benzinga Pro's Top 5 Stocks To Watch For Tues., May 26, 2020: NVAX, EWJ, SNY, SOXX, MRK",47.44,48.05,1.2854,up
FNSPID_03505,2020-05-24,EWJ,All of Japan to Emerge from State of Emergency on Monday,47.44,48.05,1.2854,up
FNSPID_03506,2020-05-22,EWJ,"'Japanese government and BOJ vow to support virus-hit economy,' Launch $278B Program For Small Businesses",45.88,47.44,3.3985,up
FNSPID_03507,2020-05-14,EWJ,"'Japan plans $1,900 in coronavirus emergency aid for students' -NIKKEI Asian Review",44.97,45.04,0.1743,neutral
FNSPID_03508,2020-05-13,EWJ,'Japan to inject capital into virus-hit companies' -Nikkei,45.64,44.97,-1.4886,down
FNSPID_03509,2020-05-12,EWJ,"'As countries consider lifting lockdowns, some in Asia are experiencing a resurgence in coronavirus cases' -CNBC, From Earlier",45.43,45.64,0.4794,neutral
FNSPID_03510,2020-05-08,EWJ,'Japanese company Kao and its partner have developed a kind of #antibody that can inhibit reproduction of the novel #coronavirus...' -Tweet From China's Global Times,45.59,46.03,0.9553,neutral
FNSPID_03511,2020-05-07,EWJ,Japan Health Ministry Official: Remdesivir Will Be Used For Coronavirus/Covid-19 Patients With Severe Conditions,44.83,45.59,1.7101,up
FNSPID_03512,2020-05-03,EWJ,Japan PM Abe Looks to Extend State of Emergency Through May 31,44.08,44.5,0.9684,neutral
FNSPID_03513,2020-04-29,EWJ,"Japan To Extend State Of Emergency For Another Month, Was Set To Expire May 6",46.39,45.09,-2.8164,down
FNSPID_03514,2020-04-27,EWJ,"S&P Futures Rise 1% as Italy Set to Reopen May 4, New York State Could Begin Reopening Mid-May; BoJ Eases Monetary Policy Further",44.94,45.59,1.4538,up
FNSPID_03515,2020-04-23,EWJ,"'It usually takes more than seven days for a Japanese person tested for the coronavirus to receive the result, a delay caused by the lack of capacity.' -Nikkei",43.99,44.33,0.7723,neutral
FNSPID_03516,2020-04-23,EWJ,'Bank of Japan weighs unlimited government bond buying' -Nikkei,43.99,44.33,0.7723,neutral
FNSPID_03517,2020-04-23,EWJ,Bank Of Japan To Double Purchases Of Corporate Bonds,43.99,44.33,0.7723,neutral
FNSPID_03518,2020-04-22,EWJ,BOJ To Cut Monetary Policy Meeting To One Day Next Week,43.93,43.99,0.1388,neutral
FNSPID_03519,2020-04-20,EWJ,Hearing Japan Reports One Person Has Tested Positive For Coronavirus On Cruise Ship Anchored Off Nagasaki; At Least 50 Of The 623 Passengers Being Monitored After Coming In Contact With Infected Person,43.59,43.18,-0.9393,neutral
FNSPID_03520,2020-04-17,EWJ,Japan To Double Reimbursement To Hospitals For Worst Coronavirus Cases,44.27,43.59,-1.5348,down
FNSPID_03521,2020-04-16,EWJ,G7 Leaders Agreed Rapid Development And Production Of Coronavirus Treatments And A Vaccine Will Be Crucial To Stop The Spread Of The Virus,43.68,44.27,1.336,up
FNSPID_03522,2020-04-16,EWJ,Japan Extends State Of Emergency To Entire Nation -Earlier NHK Report,43.68,44.27,1.336,up
FNSPID_03523,2020-04-14,EWJ,G7 Minister And Governors Will Continue To Consider Further Near-Term Actions To Stabilize The Global Economy,44.5,44.06,-0.9982,neutral
FNSPID_03524,2020-04-14,EWJ,Bank of Japan Considering Steps to Ease Corporate Funding Strains in April,44.5,44.06,-0.9982,neutral
FNSPID_03525,2020-04-07,EWJ,"China's Global Times Reports Japan Faces 'Severe' Ventilator Shortage, Citing 'strict certification system and the world's limited production capacity'",43.42,43.32,-0.2407,neutral
FNSPID_03526,2020-04-06,EWJ,"Japan's PM Abe to Designate Tokyo, 6 Other Prefectures for State of Emergency Declaration to Last ~1 Month",42.96,43.42,1.0746,up
FNSPID_03527,2020-04-05,EWJ,Japan to Declare State of Emergency as Early as Tues,42.96,43.42,1.0746,up
FNSPID_03528,2020-04-02,EWJ,Hearing Kyodo Reporting Japan Considering Investing 100B Yen In Large Firms Hit By Coronavirus,41.5,40.57,-2.246,down
FNSPID_03529,2020-04-01,EWJ,Japan Bans Entry From Additional 49 Countries Including The United States Beginning April 3rd,40.98,41.5,1.2755,up
FNSPID_03530,2020-03-30,EWJ,Tokyo 2020's Mori Says Tokyo Olympics Will Run From Jul. 23-Aug. 8 2021,44.24,43.02,-2.7564,down
FNSPID_03531,2020-03-25,EWJ,Tokyo Governor To Ask Residents To Stay Inside This Weekend,42.37,43.76,3.2895,up
FNSPID_03532,2020-03-24,EWJ,"'#TokyoOlympics will be held, at the latest, by the summer of 2021, according to @AbeShinzo.' -VOA's Steve Herman",41.59,42.37,1.8852,up
