article_id,article_title,predicted_label,actual_label,confidence,explanation,manual_score
FNSPID_02670,CSX And Norfolk Southern Ready Themselves For Dorian,neutral,neutral,0.4013,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""CSX And Norfolk Southern Ready Themselves For Dorian"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_09152,"Oppenheimer Maintains Outperform on Medtronic, Raises Price Target to $123",neutral,down,0.3554,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Oppenheimer Maintains Outperform on Medtronic, Raises Price Target to $123"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_01163,4 Ways To Reward Yourself For Grocery Shopping,neutral,up,0.416,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""4 Ways To Reward Yourself For Grocery Shopping"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_03142,EA's Strong Quarter Overshadowed By 'Battlefield' Pushout,neutral,neutral,0.3712,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""EA's Strong Quarter Overshadowed By 'Battlefield' Pushout"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_01627,Shares of several banks and broader financial companies are trading higher with the broader stock market after the Chinese Minister of Commerce said the leaders of the U.S. and China are set to meet in Washington D.C in early October.,up,neutral,0.3835,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several banks and broader financial companies are trading higher with the broader stock market after the Chinese Minister of Commerce said the leaders of the U.S. and China are set to meet in Washington D.C in early October."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00660,Broadcom shares are trading higher after the company reported it is expanding its collaboration with Infosys. The company was also upgraded by UBS from Neutral to Buy and raised its price target was raised from $23 to $27.,up,neutral,0.4102,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Broadcom shares are trading higher after the company reported it is expanding its collaboration with Infosys. The company was also upgraded by UBS from Neutral to Buy and raised its price target was raised from $23 to $27."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_03165,Electronic Arts Says Implemented Fix Related To FIFA 20 Global Series Registration Page Issue,up,down,0.3543,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Electronic Arts Says Implemented Fix Related To FIFA 20 Global Series Registration Page Issue"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04900,"Energy Shares Up, Transports Lower In Pre-Market Trading After Attacks On Saudi Arabia",up,neutral,0.4086,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Energy Shares Up, Transports Lower In Pre-Market Trading After Attacks On Saudi Arabia"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_03141,How Video Game Stocks Perform Heading Into The Holiday Shopping Season,neutral,neutral,0.357,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""How Video Game Stocks Perform Heading Into The Holiday Shopping Season"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_11173,Schlumberger shares are trading lower on seemingly no company-specific news.,up,down,0.3874,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Schlumberger shares are trading lower on seemingly no company-specific news."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07167,"UPDATE: Nomura Maintains Neutral On Home Depot, Lowers Target To $224 After Attending Co's Investor Conference Firm Notes 'we believe that 2020 will likely be a trough year'",up,neutral,0.4004,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Nomura Maintains Neutral On Home Depot, Lowers Target To $224 After Attending Co's Investor Conference Firm Notes 'we believe that 2020 will likely be a trough year'"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08746,"The Week Ahead In Biotech: Pfenex And Clinuvel On The Radar Ahead of FDA Decisions, 2 IPOs On Deck",up,neutral,0.3874,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""The Week Ahead In Biotech: Pfenex And Clinuvel On The Radar Ahead of FDA Decisions, 2 IPOs On Deck"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14641,Western Digital shares are trading higher in sympathy with Micron Technology after the company reported better-than-expected Q1 sales results.,up,up,0.4022,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Western Digital shares are trading higher in sympathy with Micron Technology after the company reported better-than-expected Q1 sales results."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04133,"Bulls And Bears Of The Week: Apple, Disney, Microsoft, Uber And More",neutral,up,0.3971,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Bulls And Bears Of The Week: Apple, Disney, Microsoft, Uber And More"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04782,"In Change To Flat-Rate Shipping Program, FedEx Revises Packaging Rules",up,neutral,0.3638,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""In Change To Flat-Rate Shipping Program, FedEx Revises Packaging Rules"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04904,Air Cargo CEOs Among New US-UK Aviation Security Group,up,neutral,0.3752,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Air Cargo CEOs Among New US-UK Aviation Security Group"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00630,Broadcom On Conference Call Says Plans To Pay Down $4B In Debt In FY20,up,down,0.3898,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Broadcom On Conference Call Says Plans To Pay Down $4B In Debt In FY20"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07683,"Earnings Scheduled For September 12, 2019",down,up,0.4346,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Earnings Scheduled For September 12, 2019"" reads as a down signal for the stock, which is consistent with a downward next-day move.",
FNSPID_13143,Tyson Foods shares are trading higher after China lifted restrictions on U.S. poultry meat imports and farm products.,up,neutral,0.3978,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Tyson Foods shares are trading higher after China lifted restrictions on U.S. poultry meat imports and farm products."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08207,"A Look At Benzinga Pro's Most-Searched Tickers For August 21, 2019",neutral,neutral,0.3819,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""A Look At Benzinga Pro's Most-Searched Tickers For August 21, 2019"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_09712,10 Worst Performing S&P 500 Stocks Of 2019,neutral,neutral,0.3394,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""10 Worst Performing S&P 500 Stocks Of 2019"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_09192,"Home Depot, Shopify And More 'Fast Money Halftime Report' Picks From August 21",neutral,neutral,0.3903,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Home Depot, Shopify And More 'Fast Money Halftime Report' Picks From August 21"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_07193,Sell-Side Is Constructive On Lowe's After Q3 Earnings Beat,up,neutral,0.4095,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Sell-Side Is Constructive On Lowe's After Q3 Earnings Beat"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09202,"UBS Maintains Buy on Medtronic, Raises Price Target to $122",up,neutral,0.3683,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UBS Maintains Buy on Medtronic, Raises Price Target to $122"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_12624,"Citi Maintains Buy on TJX Companies, Raises Price Target to $70",up,neutral,0.3907,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Citi Maintains Buy on TJX Companies, Raises Price Target to $70"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02182,Shares of several Brazilian companies are trading higher on renewed optimism surrounding US-China trade talks after President Trump announced earlier in the week that he would delay additional tariffs on Chinese goods until December.,up,up,0.4314,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several Brazilian companies are trading higher on renewed optimism surrounding US-China trade talks after President Trump announced earlier in the week that he would delay additional tariffs on Chinese goods until December."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_05605,PreMarket Prep Recap: Who Let The Bulls Out?,neutral,up,0.3915,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""PreMarket Prep Recap: Who Let The Bulls Out?"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_02130,Cigna shares are trading lower. Not seeing any news to justify the price action.,up,neutral,0.3834,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Cigna shares are trading lower. Not seeing any news to justify the price action."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14655,Western Digital shares are trading lower. Not seeing any news to justify the price action.,up,up,0.3768,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Western Digital shares are trading lower. Not seeing any news to justify the price action."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14167,Bank of America Upgrades Texas Instruments to Buy,neutral,up,0.3657,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Bank of America Upgrades Texas Instruments to Buy"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_02168,Cigna Reports Expansion Of Its Individual Health Care Exchange Offerings To 19 New Markets Across 10 States,up,up,0.3725,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Cigna Reports Expansion Of Its Individual Health Care Exchange Offerings To 19 New Markets Across 10 States"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00669,Huawei Reshuffles US-Linked Executives Amidst Reported Increase in Sales,up,neutral,0.4064,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Huawei Reshuffles US-Linked Executives Amidst Reported Increase in Sales"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_11204,"Shares of oil companies are trading lower following a larger-than-expected build in US crude inventories. Additionally, overall market weakness and recession fears are weighing on oil demand outlook.",up,neutral,0.3906,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of oil companies are trading lower following a larger-than-expected build in US crude inventories. Additionally, overall market weakness and recession fears are weighing on oil demand outlook."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14660,Western Digital shares are trading higher on a rebound after the stock dropped approximately 7% after the company issued Q2 EPS guidance below analyst estimates.,up,up,0.41,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Western Digital shares are trading higher on a rebound after the stock dropped approximately 7% after the company issued Q2 EPS guidance below analyst estimates."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00627,"Wells Fargo Maintains Equal-Weight on Broadcom, Raises Price Target to $330",up,up,0.3576,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Wells Fargo Maintains Equal-Weight on Broadcom, Raises Price Target to $330"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06737,"Citigroup Maintains Buy on Halliburton, Lowers Price Target to $27",up,up,0.3577,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Citigroup Maintains Buy on Halliburton, Lowers Price Target to $27"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_03164,"Shares of several technology companies are trading lower as optimism around the upcoming U.S.-China trade talks waned. A report says China is toning down its expectations of the meeting. The U.S. expanded its trade blacklist, and scheduled an increase in tariffs on $250 billion worth of Chinese goods from 25% to 30% on Oct. 15, which will go into effect if no progress is made.",up,neutral,0.381,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several technology companies are trading lower as optimism around the upcoming U.S.-China trade talks waned. A report says China is toning down its expectations of the meeting. The U.S. expanded its trade blacklist, and scheduled an increase in tariffs on $250 billion worth of Chinese goods from 25% to 30% on Oct. 15, which will go into effect if no progress is made."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04807,Goldman Sachs Cuts 2020 Transports Earnings Estimates On Industrial Weakness,up,up,0.3712,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Goldman Sachs Cuts 2020 Transports Earnings Estimates On Industrial Weakness"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_10665,"Benzinga's Top Upgrades, Downgrades For December 24, 2019",up,neutral,0.3902,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Benzinga's Top Upgrades, Downgrades For December 24, 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_12670,10 Biggest Price Target Changes For Friday,up,neutral,0.3534,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""10 Biggest Price Target Changes For Friday"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14128,Shares of several semiconductors shares are trading higher in sympathy with Lam Research after the company reported better-than-expected Q1 EPS and sales results. The company had also issued Q2 EPS and sales above analyst estimates.,up,up,0.4049,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several semiconductors shares are trading higher in sympathy with Lam Research after the company reported better-than-expected Q1 EPS and sales results. The company had also issued Q2 EPS and sales above analyst estimates."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14142,"SunTrust Robinson Humphrey Maintains Hold on Texas Instruments, Lowers Price Target to $122",neutral,neutral,0.3515,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""SunTrust Robinson Humphrey Maintains Hold on Texas Instruments, Lowers Price Target to $122"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_00694,"UPDATE: Morgan Stanley Maintains Equal-Weight On Broadcom, Raises Target To $265 As Firm Notes 'No big surprises this quarter; demand commentary was cautious'",up,neutral,0.4367,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Morgan Stanley Maintains Equal-Weight On Broadcom, Raises Target To $265 As Firm Notes 'No big surprises this quarter; demand commentary was cautious'"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04768,BiTA Announces Involvement In 2 Blockchain Proof-Of-Concept Projects,neutral,up,0.3626,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""BiTA Announces Involvement In 2 Blockchain Proof-Of-Concept Projects"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_05487,"The Daily Biotech Pulse: Axovant Surges On Gene Therapy Study Results, FDA Approves Merck's Ebola Vaccine, Abeona Announces Offering",neutral,neutral,0.3994,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""The Daily Biotech Pulse: Axovant Surges On Gene Therapy Study Results, FDA Approves Merck's Ebola Vaccine, Abeona Announces Offering"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_08185,"Driving Higher: Market Keeps Hanging In, On Pace For Another Record-Setting Week",up,down,0.4006,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Driving Higher: Market Keeps Hanging In, On Pace For Another Record-Setting Week"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02638,Week 40 Picks Up Where Third Quarter Left Off,neutral,up,0.3809,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Week 40 Picks Up Where Third Quarter Left Off"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_12623,"Wells Fargo Maintains Market Perform On TJX Companies, Raises Price Target To $60",up,neutral,0.3791,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Wells Fargo Maintains Market Perform On TJX Companies, Raises Price Target To $60"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02593,Experts Predict More Short Line Railroad Mergers And Acquisitions,neutral,neutral,0.4167,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Experts Predict More Short Line Railroad Mergers And Acquisitions"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_08729,"Mixed Bag: Better Outlooks From Lockheed, United Technologies, But McDonald's Misses",up,down,0.3568,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Mixed Bag: Better Outlooks From Lockheed, United Technologies, But McDonald's Misses"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09164,"U.S Researchers Report Medications, Lifestyle Changes as Effective as Stents for Many Heart Patients",neutral,neutral,0.3772,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""U.S Researchers Report Medications, Lifestyle Changes as Effective as Stents for Many Heart Patients"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_05616,"UPDATE: Baird Maintains Neutral On GameStop, Lowers Target To $5 Notes Co's 'Double whammy includes end-of-cycle downturn and digital shift'; 'Q3 miss driven by hardware declines, lighter software release slate'",up,neutral,0.4003,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Baird Maintains Neutral On GameStop, Lowers Target To $5 Notes Co's 'Double whammy includes end-of-cycle downturn and digital shift'; 'Q3 miss driven by hardware declines, lighter software release slate'"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04738,"8 Stocks To Watch For December 17, 2019",up,down,0.42,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""8 Stocks To Watch For December 17, 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09735,Occidental Petroleum shares are trading higher after Berkshire Hathaway issued a 13F filing showing a new 7.5 million share stake in the company.,up,neutral,0.3882,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Occidental Petroleum shares are trading higher after Berkshire Hathaway issued a 13F filing showing a new 7.5 million share stake in the company."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08753,Eli Lilly to Present Data at the European Society for Medical Oncology,neutral,neutral,0.3971,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Eli Lilly to Present Data at the European Society for Medical Oncology"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_07697,Kroger and Walgreens Expand its Exploratory Pilot for Kroger Express in Walgreens Stores,neutral,neutral,0.3597,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Kroger and Walgreens Expand its Exploratory Pilot for Kroger Express in Walgreens Stores"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_14157,"Shares of several semiconductor companies are trading higher in sympathy with the overall market after multiple companies reported earnings that topped expectations, bringing the whole market higher on positive sentiment.",up,down,0.4082,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several semiconductor companies are trading higher in sympathy with the overall market after multiple companies reported earnings that topped expectations, bringing the whole market higher on positive sentiment."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14174,"Stifel Maintains Hold on Texas Instruments, Lowers Price Target to $117",up,neutral,0.3698,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Stifel Maintains Hold on Texas Instruments, Lowers Price Target to $117"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08182,"Earnings Scheduled For November 19, 2019",down,neutral,0.4407,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Earnings Scheduled For November 19, 2019"" reads as a down signal for the stock, which is consistent with a downward next-day move.",
FNSPID_11211,"Citigroup Maintains Buy on Schlumberger, Lowers Price Target to $44",up,down,0.3582,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Citigroup Maintains Buy on Schlumberger, Lowers Price Target to $44"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00695,CORRECTION: Morgan Stanley Raised Price Target On Broadcom From $250 To $265,up,neutral,0.3736,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""CORRECTION: Morgan Stanley Raised Price Target On Broadcom From $250 To $265"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_12092,"The Week In Cannabis: Peru Rolls Out Sales, Uruguay Updates Rules, MLB Stops Testing Players, Canopy Hires New CEO",neutral,neutral,0.4234,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""The Week In Cannabis: Peru Rolls Out Sales, Uruguay Updates Rules, MLB Stops Testing Players, Canopy Hires New CEO"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_14706,15 Technology Stocks Moving In Wednesday's Pre-Market Session,up,up,0.4212,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""15 Technology Stocks Moving In Wednesday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02640,CSX And Union Pacific Make Changes To Sales And Marketing Teams,neutral,up,0.4053,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""CSX And Union Pacific Make Changes To Sales And Marketing Teams"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_13193,Tyson Foods Option Alert: Oct 18 $95 Calls Sweep (3) above Ask!: 500 @ $1.907 vs 135 OI; Ref=$90.67,up,down,0.4058,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Tyson Foods Option Alert: Oct 18 $95 Calls Sweep (3) above Ask!: 500 @ $1.907 vs 135 OI; Ref=$90.67"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08703,"Trump Says he Will Release a Plan to Let States Import Prescription Drugs Which are ""MUCH CHEAPER""",up,up,0.3587,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Trump Says he Will Release a Plan to Let States Import Prescription Drugs Which are ""MUCH CHEAPER"""" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_05495,"Credit Suisse Downgrades Gilead Sciences to Underperform, Lowers Price Target to $63",up,neutral,0.3608,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Credit Suisse Downgrades Gilead Sciences to Underperform, Lowers Price Target to $63"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02655,Norfolk Southern Taps Mongeau For Board Seat,neutral,neutral,0.3801,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Norfolk Southern Taps Mongeau For Board Seat"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04874,"Credit Suisse Maintains Outperform on FedEx, Lowers Price Target to $168",up,up,0.361,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Credit Suisse Maintains Outperform on FedEx, Lowers Price Target to $168"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_10663,10 Best Performing S&P 500 Stocks Of The Decade,neutral,neutral,0.3472,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""10 Best Performing S&P 500 Stocks Of The Decade"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_12102,"Food And Beverage Shakeups: Constellation Sells Ballast Point, PepsiCo Acquires PopCorners Maker",neutral,neutral,0.3953,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Food And Beverage Shakeups: Constellation Sells Ballast Point, PepsiCo Acquires PopCorners Maker"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_11149,Schlumberger shares are trading higher. Not seeing any news to justify the price action.,up,up,0.3985,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Schlumberger shares are trading higher. Not seeing any news to justify the price action."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06092,68 Biggest Movers From Yesterday,up,down,0.391,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""68 Biggest Movers From Yesterday"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00688,Broadcom shares are trading lower following news of a $3 billion series A mandatory convertible preferred stock offering.,up,down,0.383,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Broadcom shares are trading lower following news of a $3 billion series A mandatory convertible preferred stock offering."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_11217,"Wells Fargo Maintains Outperform on Schlumberger, Lowers Price Target to $44",up,up,0.3559,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Wells Fargo Maintains Outperform on Schlumberger, Lowers Price Target to $44"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_01612,"A Peek Into The Markets: US Stock Futures Rise Ahead Of Goldman Sachs, Citigroup Earnings",up,neutral,0.3935,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""A Peek Into The Markets: US Stock Futures Rise Ahead Of Goldman Sachs, Citigroup Earnings"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02154,"Mizuho Initiates Coverage On Cigna with Buy Rating, Announces $180 Price Target",up,neutral,0.3649,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Mizuho Initiates Coverage On Cigna with Buy Rating, Announces $180 Price Target"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04803,"Wing Teams Up With FedEx, Walgreens For Milestone Drone Delivery",neutral,up,0.3931,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Wing Teams Up With FedEx, Walgreens For Milestone Drone Delivery"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_10675,Hearing Sanofi May Sell Regeneron Stake After Lockup Expires,up,neutral,0.3727,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Hearing Sanofi May Sell Regeneron Stake After Lockup Expires"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00611,"Barron's Picks And Pans: Applied Materials, Boeing, Travelers And More",neutral,neutral,0.3935,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Barron's Picks And Pans: Applied Materials, Boeing, Travelers And More"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_11212,Shares of several oil & gas companies are trading lower after Saudi Arabia announced it is close to restoring 70% of the 5.7 million BPD of oil output loss and will be back at normal levels in a matter of weeks. NOTE: The return of output to normal levels was initially expected to take months.,up,neutral,0.3816,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several oil & gas companies are trading lower after Saudi Arabia announced it is close to restoring 70% of the 5.7 million BPD of oil output loss and will be back at normal levels in a matter of weeks. NOTE: The return of output to normal levels was initially expected to take months."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04762,'Fast Money Halftime Report' Picks From Nov. 27,neutral,down,0.3456,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""'Fast Money Halftime Report' Picks From Nov. 27"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_13184,6 Stocks Moving In Tuesday's After-Hours Session,up,down,0.439,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""6 Stocks Moving In Tuesday's After-Hours Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06729,10 Biggest Price Target Changes For Monday,up,down,0.351,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""10 Biggest Price Target Changes For Monday"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02133,Cigna Reaffirms FY19 Adj. Net Income Guidance $6.38B-$6.46B,up,neutral,0.4246,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Cigna Reaffirms FY19 Adj. Net Income Guidance $6.38B-$6.46B"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07177,Credit Suisse Upgrades Home Depot to Outperform,up,neutral,0.3516,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Credit Suisse Upgrades Home Depot to Outperform"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
