article_id,date,ticker,article_title,price_t,price_t1,pct_change,label,predicted_label,confidence,explanation,manual_score
FNSPID_04699,2019-12-18,FDX,"Morgan Stanley Earlier Maintained Equal-Weight on FedEx, Lowered Price Target to $109",105.08,105.2,0.1089,neutral,up,0.3628,,
FNSPID_04700,2019-12-18,FDX,"UPDATE: Raymond James On FedEx Notes 'investments being made across the portfolio position FDX to reap future operational cost benefits (heightened capex profile), synergies (TNT), and growth (seven-day service in FDX Ground'",105.08,105.2,0.1089,neutral,up,0.4319,,
FNSPID_04701,2019-12-18,FDX,"UPDATE: Raymond James Maintains Outperform On FedEx, Lowers Target To $167 Notes 'we see limited downside, though we will keep a close eye on macro, service, and integration progress'",105.08,105.2,0.1089,neutral,up,0.4341,,
FNSPID_04702,2019-12-18,FDX,"Raymond James Earlier Maintained Outperform on FedEx, Lowered Price Target to $167",105.08,105.2,0.1089,neutral,up,0.3599,,
FNSPID_04703,2019-12-18,FDX,40 Stocks Moving In Wednesday's Mid-Day Session,105.08,105.2,0.1089,neutral,up,0.4379,,
FNSPID_04704,2019-12-18,FDX,"Commentary: Foreign Trade Zones Are Not ""Free Trade Zones""",105.08,105.2,0.1089,neutral,neutral,0.4299,,
FNSPID_04705,2019-12-18,FDX,Today's Pickup: Isuzu Motors To Acquire Volvo's UD Trucks For $2.3 Billion,105.08,105.2,0.1089,neutral,up,0.3668,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Today's Pickup: Isuzu Motors To Acquire Volvo's UD Trucks For $2.3 Billion"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04706,2019-12-18,FDX,"UPDATE: Bank Of America Reiterates Neutral On FedEx, Lowers Target To $163 Notes 'We believe FedEx shares reflect overhang from higher Express/ TNT costs, economic and trade overhang, and the lost Amazon Ground and Express business'",105.08,105.2,0.1089,neutral,up,0.4341,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Bank Of America Reiterates Neutral On FedEx, Lowers Target To $163 Notes 'We believe FedEx shares reflect overhang from higher Express/ TNT costs, economic and trade overhang, and the lost Amazon Ground and Express business'"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04707,2019-12-18,FDX,"UPDATE: Wells Fargo Maintains Overweight On FedEx, Lowers Target To $183 Notes 'While the cost challenges in Ground were a negative surprise in the quarter, we remain Overweight and continue to take the view that FY2020 earnings will be a likely bottom'",105.08,105.2,0.1089,neutral,up,0.4336,,
FNSPID_04708,2019-12-18,FDX,"Benzinga's Top Upgrades, Downgrades For December 18, 2019",105.08,105.2,0.1089,neutral,up,0.3892,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Benzinga's Top Upgrades, Downgrades For December 18, 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04709,2019-12-18,FDX,"UPDATE: Credit Suisse On FedEx Notes 'With many of the major problematic cost headwinds being largely absorbed in FY20, there is reasonable line of sight toward margin improvement and a reacceleration in earnings growth in FY21'",105.08,105.2,0.1089,neutral,up,0.463,,
FNSPID_04710,2019-12-18,FDX,"UPDATE: Credit Suisse Maintains Outperform On FedEx, Raises Target To $170 Notes 'at this point it is truly a challenge for us to think that things get materially worse from here'; 'Shaping up to be a Good Stock for 2020'",105.08,105.2,0.1089,neutral,up,0.4239,,
FNSPID_04711,2019-12-18,FDX,New Chapter In Ugly FedEx-Amazon Divorce Puts Merchants In Middle,105.08,105.2,0.1089,neutral,neutral,0.3886,,
FNSPID_04712,2019-12-18,FDX,"FedEx Hits ""Bottom"" In Fiscal 2020 Second Quarter",105.08,105.2,0.1089,neutral,up,0.3533,,
FNSPID_04713,2019-12-18,FDX,Investor Optimism Continues After Trade Deal; FedEx Delivers Disappointing Results,105.08,105.2,0.1089,neutral,up,0.3955,,
FNSPID_04714,2019-12-18,FDX,"Benzinga Pro's Top 5 Stocks To Watch For Wed., Dec. 18, 2019: UPS, MU, EPZM, SLDB, XXII",105.08,105.2,0.1089,neutral,up,0.396,,
FNSPID_04715,2019-12-18,FDX,"JP Morgan Maintains Neutral on FedEx, Lowers Price Target to $147",105.08,105.2,0.1089,neutral,up,0.3713,,
FNSPID_04716,2019-12-18,FDX,10 Biggest Price Target Changes For Wednesday,105.08,105.2,0.1089,neutral,neutral,0.3499,,
FNSPID_04717,2019-12-18,FDX,"BMO Capital Maintains Market Perform on FedEx, Lowers Price Target to $160",105.08,105.2,0.1089,neutral,up,0.3821,,
FNSPID_04718,2019-12-18,FDX,"Bank of America Reiterates Neutral on FedEx, Lowers Price Target to $163",105.08,105.2,0.1089,neutral,up,0.3592,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Bank of America Reiterates Neutral on FedEx, Lowers Price Target to $163"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04719,2019-12-18,FDX,7 Industrials Stocks Moving In Wednesday's Pre-Market Session,105.08,105.2,0.1089,neutral,up,0.4363,,
FNSPID_04720,2019-12-18,FDX,"Wells Fargo Maintains Overweight on FedEx, Lowers Price Target to $183",105.08,105.2,0.1089,neutral,up,0.3635,,
FNSPID_04721,2019-12-18,FDX,26 Stocks Moving in Wednesday's Pre-Market Session,105.08,105.2,0.1089,neutral,up,0.4464,,
FNSPID_04722,2019-12-18,FDX,"Credit Suisse Maintains Outperform on FedEx, Raises Price Target to $170",105.08,105.2,0.1089,neutral,up,0.3688,,
FNSPID_04723,2019-12-18,FDX,A Peek Into The Markets: US Stock Futures Edge Higher; General Mills Earnings Top Views,105.08,105.2,0.1089,neutral,up,0.3876,,
FNSPID_04724,2019-12-18,FDX,Oppenheimer Downgrades FedEx to Perform,105.08,105.2,0.1089,neutral,neutral,0.3469,,
FNSPID_04725,2019-12-18,FDX,FedEx shares are trading lower after the company reported worse-than-expected Q2 results and issued soft FY20 guidance.,105.08,105.2,0.1089,neutral,up,0.3936,,
FNSPID_04726,2019-12-18,FDX,"9 Stocks To Watch For December 18, 2019",105.08,105.2,0.1089,neutral,up,0.4217,,
FNSPID_04727,2019-12-17,FDX,"FedEx Fails To Deliver, Reports Q2 Earnings Miss",116.8,105.08,-10.0288,down,neutral,0.3496,,
FNSPID_04728,2019-12-17,FDX,FedEx shares are trading lower after the company reported worse-than-expected Q2 results and issued soft FY20 guidance.,116.8,105.08,-10.0288,down,up,0.3936,,
FNSPID_04729,2019-12-17,FDX,Fedex Sees FY 2020 EPS $9.10 - $10.35 vs $12.03 Est,116.8,105.08,-10.0288,down,up,0.4194,,
FNSPID_04730,2019-12-17,FDX,Fedex Reports Q2 Revenue $17.3B vs $17.57B Est,116.8,105.08,-10.0288,down,up,0.4192,,
FNSPID_04731,2019-12-17,FDX,Fedex Reports Q2 EPS $2.51 vs $2.84 Est,116.8,105.08,-10.0288,down,up,0.4133,,
FNSPID_04732,2019-12-17,FDX,"Amazon's Shot At FedEx, 737 MAX Minimized, And A Tribute To American Shipper – WTT?!?",116.8,105.08,-10.0288,down,neutral,0.3807,,
FNSPID_04733,2019-12-17,FDX,"PreMarket Prep Recap: Boeing Approaches Key Technical Level, Amazon Forgoes Holiday Spirit With FedEx",116.8,105.08,-10.0288,down,up,0.362,,
FNSPID_04734,2019-12-17,FDX,Analyst: Amazon Blocking FedEx Ground Good News For UPS,116.8,105.08,-10.0288,down,up,0.3791,,
FNSPID_04735,2019-12-17,FDX,"Breathing A Sigh Of Consolidation As Markets Continue To Digest Trade, Brexit, Fed News",116.8,105.08,-10.0288,down,up,0.3736,,
FNSPID_04736,2019-12-17,FDX,"Tuesday's Market Minute: Holiday Shopping, Holiday Shipping",116.8,105.08,-10.0288,down,neutral,0.4071,,
FNSPID_04737,2019-12-17,FDX,A Preview Of FedEx's Earnings,116.8,105.08,-10.0288,down,neutral,0.3644,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""A Preview Of FedEx's Earnings"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04738,2019-12-17,FDX,"8 Stocks To Watch For December 17, 2019",116.8,105.08,-10.0288,down,up,0.42,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""8 Stocks To Watch For December 17, 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04739,2019-12-17,FDX,"Earnings Scheduled For December 17, 2019",116.8,105.08,-10.0288,down,down,0.4456,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Earnings Scheduled For December 17, 2019"" reads as a down signal for the stock, which is consistent with a downward next-day move.",
FNSPID_04740,2019-12-17,FDX,Amazon Bars Prime Sellers From Shipping With FedEx As Holiday Shopping Peaks,116.8,105.08,-10.0288,down,neutral,0.3577,,
FNSPID_04741,2019-12-16,FDX,Amazon Halting FedEx Ground Deliveries By Seller Fulfilled Prime Customers,117.42,116.8,-0.5302,neutral,up,0.3612,,
FNSPID_04742,2019-12-16,FDX,FedEx shares are trading lower on news that Amazon blocks sellers from using FedEx Ground for Prime shipments.,117.42,116.8,-0.5302,neutral,up,0.3892,,
FNSPID_04743,2019-12-16,FDX,Amazon Blocks Sellers From Using FedEx Ground For Prime Shipments,117.42,116.8,-0.5302,neutral,neutral,0.3562,,
FNSPID_04744,2019-12-16,FDX,Today's Pickup: Tesla's Truck May Not Ride In Europe; Pushback On Morgan Stanley's Amazon Forecast,117.42,116.8,-0.5302,neutral,up,0.3626,,
FNSPID_04745,2019-12-16,FDX,"Not Over Yet: Twists And Turns Still Ahead Including Nike Earnings, Quadruple Witching",117.42,116.8,-0.5302,neutral,up,0.3788,,
FNSPID_04746,2019-12-14,FDX,"Barron's Picks And Pans: Charles Schwab, Disney, Sprint, Netflix And More",117.42,116.8,-0.5302,neutral,neutral,0.4021,,
FNSPID_04747,2019-12-13,FDX,"Benzinga's Top Upgrades, Downgrades For December 13, 2019",118.54,117.42,-0.9477,neutral,up,0.3881,,
FNSPID_04748,2019-12-13,FDX,"Benzinga Pro's Top 5 Stocks To Watch For Fri., Dec. 13, 2019: EWU, SRPT, FDX, IHRT, REGN",118.54,117.42,-0.9477,neutral,up,0.3922,,
FNSPID_04749,2019-12-12,FDX,FedEx shares are trading higher after UBS upgraded the stock from Sell to Neutral and raised the price target from $132 to $161 per share.,117.99,118.54,0.4731,neutral,up,0.4153,,
FNSPID_04750,2019-12-12,FDX,"Benzinga's Top Upgrades, Downgrades For December 12, 2019",117.99,118.54,0.4731,neutral,up,0.3878,,
FNSPID_04751,2019-12-12,FDX,Volga-Dnepr Veteran Takes Top Cargo Job At UK Airport,117.99,118.54,0.4731,neutral,up,0.382,,
FNSPID_04752,2019-12-12,FDX,Second Peak Shipping Week Hits Snag As Mother Nature Intervenes,117.99,118.54,0.4731,neutral,neutral,0.3555,,
FNSPID_04753,2019-12-12,FDX,"Morgan Stanley Maintains Equal-Weight on FedEx, Lowers Price Target to $111",117.99,118.54,0.4731,neutral,up,0.3568,,
FNSPID_04754,2019-12-12,FDX,10 Biggest Price Target Changes For Thursday,117.99,118.54,0.4731,neutral,up,0.3523,,
FNSPID_04755,2019-12-12,FDX,"UBS Upgrades FedEx to Neutral, Raises Price Target to $161",117.99,118.54,0.4731,neutral,up,0.3699,,
FNSPID_04756,2019-12-09,FDX,"Celadon, Biggest Bankruptcy In Truckload History Expected By Mid-Week",111.99,112.34,0.3131,neutral,up,0.3671,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Celadon, Biggest Bankruptcy In Truckload History Expected By Mid-Week"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04757,2019-12-09,FDX,Parcel Carriers Shine In First Peak Week,111.99,112.34,0.3131,neutral,up,0.3638,,
FNSPID_04758,2019-12-06,FDX,UK's East Midlands Airport Eyes Direct China Cargo Operations,112.06,111.99,-0.0639,neutral,up,0.3525,,
FNSPID_04759,2019-12-03,FDX,Amazon.com's Amazing Rise Wins It Top FreightTech 25 Honors,107.69,109.64,1.8063,up,neutral,0.3896,,
FNSPID_04760,2019-12-03,FDX,FedEx shares are trading lower. KeyBanc lowered its FY20 EPS estimate for FedEx from $12.25 to $12.00.,107.69,109.64,1.8063,up,down,0.4284,,
FNSPID_04761,2019-12-03,FDX,"FAA Calls Lufthansa Skirting Of Operating Approvals ""Blatant""",107.69,109.64,1.8063,up,up,0.3617,,
FNSPID_04762,2019-11-28,FDX,'Fast Money Halftime Report' Picks From Nov. 27,114.04,112.6,-1.2621,down,neutral,0.3456,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""'Fast Money Halftime Report' Picks From Nov. 27"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04763,2019-11-26,FDX,December Outlook: Will Trade Bells Start Ringing As Shopping Season Kicks Off?,115.07,115.08,0.0062,neutral,neutral,0.3986,,
FNSPID_04764,2019-11-25,FDX,Today's Pickup: A Race To The Bottom In E-Grocery Delivery; Stylish Delivery Robots; Using The Bathroom While You Work At UP,113.68,115.07,1.2285,up,neutral,0.4275,,
FNSPID_04765,2019-11-25,FDX,"Goodman's North American Unit Swallows 65 Acres Of Los Angeles ""Infill"" Real Estate",113.68,115.07,1.2285,up,neutral,0.4022,,
FNSPID_04766,2019-11-22,FDX,What Makes Old Dominion A Transportation Superstar?,111.55,113.68,1.9099,up,neutral,0.4626,,
FNSPID_04767,2019-11-21,FDX,"FedEx Says Will Not Apply Residential Peak Surcharge This Holiday Season, Expects To Move 33M+ Packages On Cyber Monday",108.36,111.55,2.9392,up,up,0.3906,,
FNSPID_04768,2019-11-21,FDX,BiTA Announces Involvement In 2 Blockchain Proof-Of-Concept Projects,108.36,111.55,2.9392,up,neutral,0.3626,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""BiTA Announces Involvement In 2 Blockchain Proof-Of-Concept Projects"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04769,2019-11-20,FDX,"FedEx, UPS To Slap Major Handling Surcharges On More Parcels",108.5,108.36,-0.1248,neutral,up,0.3782,,
FNSPID_04770,2019-11-19,FDX,"UPS, Portland Team Up On Electric-Assist Trike Delivery",110.81,108.5,-2.0898,down,up,0.3602,,
FNSPID_04771,2019-11-19,FDX,"Tech investments Improve Delta's Cargo Business, Official Says",110.81,108.5,-2.0898,down,up,0.4015,,
FNSPID_04772,2019-11-18,FDX,Today's Pick-Up: Nail Bars In Warehouses; FedEx's Smith Goes To War With New York Times,112.26,110.81,-1.2885,down,neutral,0.3722,,
FNSPID_04773,2019-11-18,FDX,NYT: FedEx A Case Study In The Shortcomings Of Trump's Corporate Tax Cuts,112.26,110.81,-1.2885,down,up,0.3762,,
FNSPID_04774,2019-11-18,FDX,UPS To Waive Money-Back Guarantees If Third Parties Use Tracking Data,112.26,110.81,-1.2885,down,up,0.3595,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPS To Waive Money-Back Guarantees If Third Parties Use Tracking Data"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04775,2019-11-14,FDX,USPS' Fiscal 2019 Package Volumes Hits Flat Notes,111.64,112.81,1.0531,up,up,0.3971,,
FNSPID_04776,2019-11-12,FDX,FedEx Unit More Than Doubles Early-A.M. Transpacific Air Network,114.87,111.32,-3.0951,down,neutral,0.3848,,
FNSPID_04777,2019-11-11,FDX,Regional Parcel Carriers Hope E-Commerce Will Boost Share Of Shippers' Wallets,115.56,114.87,-0.5919,neutral,neutral,0.3685,,
FNSPID_04778,2019-11-08,FDX,"UPS, In Latest Density Push, Pays Customers To Pick Up At Alternate Locations",116.3,115.56,-0.6372,neutral,neutral,0.3587,,
FNSPID_04779,2019-11-08,FDX,Appeals Court Finds UPS Liable For Illegally Transporting Contraband Cigarettes,116.3,115.56,-0.6372,neutral,neutral,0.3364,,
FNSPID_04780,2019-11-07,FDX,"'Fast Money Halftime Report' Traders Give Their View On Ford, Starbucks And More",116.8,116.3,-0.427,neutral,up,0.3721,,
FNSPID_04781,2019-11-07,FDX,"Alibaba, FedEx And More 'Fast Money Halftime Report' Picks For November 7",116.8,116.3,-0.427,neutral,neutral,0.3729,,
FNSPID_04782,2019-11-06,FDX,"In Change To Flat-Rate Shipping Program, FedEx Revises Packaging Rules",116.26,116.8,0.4596,neutral,up,0.3638,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""In Change To Flat-Rate Shipping Program, FedEx Revises Packaging Rules"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04783,2019-11-05,FDX,"Uber Shares Hit The Curb After Earnings, But Trade Optimism Continues To Lift Market",117.46,116.26,-1.0191,down,up,0.3991,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Uber Shares Hit The Curb After Earnings, But Trade Optimism Continues To Lift Market"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04784,2019-11-05,FDX,UPS Expects Soaring Holiday Returns; Peak Day 26% Higher Than 2018,117.46,116.26,-1.0191,down,up,0.4076,,
FNSPID_04785,2019-11-04,FDX,"FedEx shares are trading higher in sympathy with the overall market on positive U.S.-China trade news. The National Security Adviser Robert O'Brien said ""we're relatively close to an agreement.""",117.45,117.46,0.0061,neutral,up,0.4443,,
FNSPID_04786,2019-11-04,FDX,"Charges Against Russian Trucking Owner Now Include Bribery, Kickbacks, Murder-For-Hire Plot",117.45,117.46,0.0061,neutral,neutral,0.3799,,
FNSPID_04787,2019-11-04,FDX,6 Industrials Stocks Moving In Monday's Pre-Market Session,117.45,117.46,0.0061,neutral,up,0.4401,,
FNSPID_04788,2019-11-03,FDX,"Notable Insider Buys In The Past Week: FedEx, Kinder Morgan, Trinity Industries",117.45,117.46,0.0061,neutral,up,0.361,,
FNSPID_04789,2019-10-30,FDX,"FedEx, UPS Begin The Great Last-Mile Delivery Divergence",111.04,108.77,-2.0406,down,neutral,0.4001,,
FNSPID_04790,2019-10-29,FDX,"Wells Fargo Bullish On FedEx, UPS",112.59,111.04,-1.3733,down,up,0.3586,,
FNSPID_04791,2019-10-29,FDX,Ben Gordon: Amazon Earnings Miss Highlights Competition In Last Mile,112.59,111.04,-1.3733,down,neutral,0.3784,,
FNSPID_04792,2019-10-29,FDX,"Wells Fargo Initiates Coverage On FedEx with Outperform Rating, Announces $189 Price Target",112.59,111.04,-1.3733,down,up,0.367,,
FNSPID_04793,2019-10-28,FDX,"UPDATE: Alphabet Held Secret 'Logistics Summit' With Representatives From FedEx, Other Shipping Cos.",112.86,112.59,-0.2462,neutral,up,0.358,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Alphabet Held Secret 'Logistics Summit' With Representatives From FedEx, Other Shipping Cos."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04794,2019-10-28,FDX,FedEx Shares Volatile As Hearing Google Held Secret Meetings With Representatives From FedEx,112.86,112.59,-0.2462,neutral,up,0.3691,,
FNSPID_04795,2019-10-28,FDX,Amazon Offering Big Shippers Customized Ground Delivery Services At Low Rates,112.86,112.59,-0.2462,neutral,neutral,0.4084,,
FNSPID_04796,2019-10-26,FDX,"Barron's Picks And Pans: Altria, Square, Walmart And More",112.86,112.59,-0.2462,neutral,neutral,0.374,,
FNSPID_04797,2019-10-25,FDX,'Fast Money Halftime Report' Picks For October 24,112.64,112.86,0.1961,neutral,neutral,0.357,,
FNSPID_04798,2019-10-23,FDX,"Peak Season For Air Cargo: Past Results, Present Challenges",111.14,109.76,-1.2373,down,neutral,0.3624,,
FNSPID_04799,2019-10-23,FDX,"Amazon Expands Its In-Store Pickup Service Counter, Adds GNC, Health Mart And Stage Stores",111.14,109.76,-1.2373,down,neutral,0.3736,,
FNSPID_04800,2019-10-22,FDX,Today's Pickup: Konexial Acquires Axle Technologies AOBRD Customers,110.18,111.14,0.873,neutral,neutral,0.3639,,
FNSPID_04801,2019-10-22,FDX,"UPS Expands Drone, Other Operations For Healthcare Companies; Broadens E-Commerce Reach For Smaller Businesses",110.18,111.14,0.873,neutral,up,0.3639,,
FNSPID_04802,2019-10-22,FDX,"Mixed Bag: Better Outlooks From Lockheed, United Technologies, But McDonald's Misses",110.18,111.14,0.873,neutral,up,0.3568,,
FNSPID_04803,2019-10-21,FDX,"Wing Teams Up With FedEx, Walgreens For Milestone Drone Delivery",108.33,110.18,1.7035,up,neutral,0.3931,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Wing Teams Up With FedEx, Walgreens For Milestone Drone Delivery"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04804,2019-10-18,FDX,UPS' Entry Could Raise Interest In Flat-Rate Parcel Shipping,106.81,108.33,1.4208,up,up,0.3866,,
FNSPID_04805,2019-10-15,FDX,FedEx Freight Expands Last Mile Delivery Network,106.85,107.43,0.5401,neutral,neutral,0.3861,,
FNSPID_04806,2019-10-15,FDX,Surprise! The Airbus Jetliner You Ordered Years Ago Just Got More Expensive,106.85,107.43,0.5401,neutral,neutral,0.414,,
FNSPID_04807,2019-10-14,FDX,Goldman Sachs Cuts 2020 Transports Earnings Estimates On Industrial Weakness,104.58,106.85,2.1665,up,up,0.3712,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Goldman Sachs Cuts 2020 Transports Earnings Estimates On Industrial Weakness"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04808,2019-10-14,FDX,FedEx Opens 3 New Facilities for its International Business,104.58,106.85,2.1665,up,up,0.3551,,
FNSPID_04809,2019-10-12,FDX,'Fast Money' Picks For October 14,104.58,106.85,2.1665,up,neutral,0.3861,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""'Fast Money' Picks For October 14"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04810,2019-10-11,FDX,Shares of several industrial companies are trading higher after President Trump made positive remarks on the U.S.-China trade talks as traders grew more optimistic over the possibility of a limited trade deal. Trump is scheduled to meet with Chinese Vice Premier Liu He at the White House today.,103.7,104.58,0.852,neutral,up,0.382,,
FNSPID_04811,2019-10-11,FDX,"Berenberg Maintains Hold on FedEx, Lowers Price Target to $155",103.7,104.58,0.852,neutral,up,0.3605,,
FNSPID_04812,2019-10-11,FDX,18 Industrials Stocks Moving In Friday's Pre-Market Session,103.7,104.58,0.852,neutral,up,0.4372,,
FNSPID_04813,2019-10-10,FDX,Amazon Partner Inpax Lays Off About 600 After Amazon Ends Relationship,100.72,103.7,2.957,up,neutral,0.408,,
FNSPID_04814,2019-10-09,FDX,Stocks That Hit 52-Week Lows On Wednesday,99.22,100.72,1.5153,up,neutral,0.3398,,
FNSPID_04815,2019-10-09,FDX,"FedEx, Walgreens Add Returns To Their Joint Portfolio",99.22,100.72,1.5153,up,up,0.3542,,
FNSPID_04816,2019-10-09,FDX,"Benzinga's Top Upgrades, Downgrades For October 9, 2019",99.22,100.72,1.5153,up,up,0.3898,,
FNSPID_04817,2019-10-09,FDX,A Peek Into The Markets: US Stock Futures Up; Dow Futures Rise Over 200 Points,99.22,100.72,1.5153,up,up,0.3895,,
FNSPID_04818,2019-10-09,FDX,"Bernstein Downgrades FedEx to Market Perform, Announces $153 Price Target",99.22,100.72,1.5153,up,up,0.3522,,
FNSPID_04819,2019-10-08,FDX,Boeing Deliveries Plummet In Q3,98.61,99.22,0.6214,neutral,up,0.352,,
FNSPID_04820,2019-10-08,FDX,FedEx Announces Partnership To Facilitate Walgreens Customer Returns,98.61,99.22,0.6214,neutral,up,0.3677,,
FNSPID_04821,2019-10-07,FDX,Michaels Craft Stores Now Function As UPS Drop Off And Pick Up Locations,101.24,98.61,-2.604,down,neutral,0.3668,,
FNSPID_04822,2019-10-04,FDX,UPS To Invest $220 Million In Louisville Maintenance Hangar,101.89,101.24,-0.6364,neutral,up,0.358,,
FNSPID_04823,2019-10-03,FDX,Stocks That Hit 52-Week Lows On Thursday,100.97,101.89,0.9103,neutral,neutral,0.3405,,
FNSPID_04824,2019-10-03,FDX,"Loss Of Parcel Select Business Could Hit USPS Hard, Consultancy Says",100.97,101.89,0.9103,neutral,up,0.4084,,
FNSPID_04825,2019-10-02,FDX,Stocks That Hit 52-Week Lows On Wednesday,100.31,100.97,0.6606,neutral,neutral,0.3398,,
FNSPID_04826,2019-10-02,FDX,Shares of several industrial companies are trading lower on continued fears of a recession following weak ADP jobs report. There is also uncertainty in the market over the upcoming U.S.-China meeting next week.,100.31,100.97,0.6606,neutral,up,0.3742,,
FNSPID_04827,2019-10-02,FDX,Salesforce Forecasts 13% Holiday E-Commerce Growth In 2019,100.31,100.97,0.6606,neutral,up,0.3952,,
FNSPID_04828,2019-10-02,FDX,ChemDirect Joins Blockchain Alliance,100.31,100.97,0.6606,neutral,neutral,0.3826,,
FNSPID_04829,2019-10-02,FDX,8 Industrials Stocks Moving In Wednesday's Pre-Market Session,100.31,100.97,0.6606,neutral,up,0.4388,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""8 Industrials Stocks Moving In Wednesday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04830,2019-10-01,FDX,Stocks That Hit 52-Week Lows On Tuesday,100.92,100.31,-0.6072,neutral,neutral,0.3394,,
FNSPID_04831,2019-10-01,FDX,Shares of several industrial companies are trading lower after worse-than-expected PMI results.,100.92,100.31,-0.6072,neutral,up,0.3637,,
FNSPID_04832,2019-09-30,FDX,8 Latest Short Seller Targets,103.72,100.92,-2.6997,down,neutral,0.3495,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""8 Latest Short Seller Targets"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04833,2019-09-30,FDX,PE-Backed Truckload Carrier Files Bankruptcy. 339 Trucks Impacted.,103.72,100.92,-2.6997,down,neutral,0.3419,,
FNSPID_04834,2019-09-30,FDX,DHL Express Hikes US Rates 5.9% For 2020,103.72,100.92,-2.6997,down,up,0.4042,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""DHL Express Hikes US Rates 5.9% For 2020"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04835,2019-09-25,FDX,FedEx shares are trading higher as a potential rebound from September 18 when the stock fell roughly 13% following the company reporting weak Q2 earnings results.,104.77,103.43,-1.2786,down,up,0.4276,,
FNSPID_04836,2019-09-25,FDX,Today's Pickup: Legal home Deliveries Of Marijuana Coming To Massachusetts,104.77,103.43,-1.2786,down,neutral,0.3759,,
FNSPID_04837,2019-09-25,FDX,Beyond Impeachment: Nike Earnings Shine and Tobacco Giants Call Off Merger Talks,104.77,103.43,-1.2786,down,neutral,0.3755,,
FNSPID_04838,2019-09-24,FDX,"Netflix, Twitter And More 'Fast Money Halftime Report' Picks From September 24",102.07,104.77,2.6457,up,neutral,0.3988,,
FNSPID_04839,2019-09-24,FDX,Hearing Dealreporter Says FedEx May Be Targeted By An Activist Investor,102.07,104.77,2.6457,up,up,0.3713,,
FNSPID_04840,2019-09-23,FDX,Stocks That Hit 52-Week Lows On Monday,103.79,102.07,-1.6613,down,neutral,0.339,,
FNSPID_04841,2019-09-20,FDX,Proposal Floated To Allow USPS Self-Declaration Of Foreign Postal Shipments; Keep US In UPU,106.01,103.79,-2.0904,down,up,0.3901,,
FNSPID_04842,2019-09-19,FDX,World's Foremost Blockchain Experts And Groundbreaking Projects Part Of The Upcoming BiTA Symposium,108.62,106.01,-2.4073,down,neutral,0.4347,,
FNSPID_04843,2019-09-19,FDX,Mike Khouw Sees Unusual Activity In FedEx,108.62,106.01,-2.4073,down,up,0.393,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Mike Khouw Sees Unusual Activity In FedEx"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
